date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-12-20,Plant-B,Offroad-A,Door Trim,Supplier-Beta,Warping,Manual,661,16,10087,11919,Production,Loose Mounting,4
2024-09-29,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,1093,15,14696,2100,PV,Loose Mounting,5
2024-03-23,Plant-B,Utility-A,Front Bumper,Supplier-Delta,Fitment Gap,Automated,715,10,13512,14637,Production,Surface Damage,10
2024-04-19,Plant-D,Utility-A,Door Trim,Supplier-Delta,Scratch,Manual,977,10,7187,12366,DV,Surface Damage,2
2024-07-08,Plant-B,SUV-A,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,1062,16,1620,10992,PV,Surface Damage,6
2024-10-14,Plant-D,SUV-A,Door Trim,Supplier-Gamma,Crack,Automated,1414,9,11073,5465,PV,Loose Mounting,7
2024-09-07,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Warping,Manual,1175,13,1870,9315,Production,Paint Peeling,10
2024-07-30,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Crack,Automated,750,17,8362,2062,DV,Paint Peeling,2
2024-10-17,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1224,17,3051,9811,PV,Loose Mounting,10
2024-05-12,Plant-B,Offroad-A,Fender Cladding,Supplier-Gamma,Scratch,Automated,1222,17,11144,11683,DV,Paint Peeling,8
2024-07-19,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Delta,Warping,Manual,1385,11,5529,11486,DV,Material Crack,4
2024-10-11,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Scratch,Automated,909,18,11108,17166,PV,Surface Damage,4
2024-11-21,Plant-A,Offroad-A,Rear Bumper,Supplier-Delta,Crack,Manual,1174,12,4891,14688,DV,Dimensional Variation,7
2024-04-04,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Paint Defect,Manual,818,9,13810,9635,PV,Dimensional Variation,9
2024-10-04,Plant-A,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Automated,1371,21,4202,19661,Production,Paint Peeling,10
2024-11-20,Plant-B,Utility-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,887,15,4357,13568,Production,Loose Mounting,7
2024-08-06,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Automated,584,13,13752,7899,PV,Material Crack,5
2024-03-29,Plant-B,Offroad-A,Door Trim,Supplier-Beta,Warping,Manual,1014,13,6805,9690,PV,Dimensional Variation,2
2024-03-12,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,504,15,13768,5737,DV,Dimensional Variation,10
2024-09-03,Plant-C,SUV-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,734,12,12408,12095,PV,Paint Peeling,2
2024-05-08,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Warping,Manual,912,12,1166,12584,Production,Loose Mounting,6
2024-07-30,Plant-C,Utility-A,Door Trim,Supplier-Beta,Scratch,Automated,874,12,6199,3452,DV,Dimensional Variation,5
2024-12-08,Plant-C,Utility-A,Dashboard Panel,Supplier-Gamma,Scratch,Manual,774,22,9480,7072,Production,Material Crack,10
2024-04-05,Plant-A,SUV-B,Door Trim,Supplier-Beta,Paint Defect,Automated,870,7,10070,2437,Production,Surface Damage,9
2024-03-15,Plant-A,SUV-B,Dashboard Panel,Supplier-Gamma,Scratch,Automated,1412,11,10665,10040,Production,Loose Mounting,5
2024-02-23,Plant-C,Utility-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,1301,13,8745,5066,DV,Surface Damage,2
2024-12-09,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Scratch,Automated,1031,27,10860,7696,Production,Surface Damage,1
2024-02-23,Plant-B,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,1423,16,12939,11201,Production,Loose Mounting,6
2024-08-05,Plant-C,SUV-A,Front Bumper,Supplier-Beta,Fitment Gap,Manual,1340,15,4330,8681,Production,Material Crack,3
2024-01-16,Plant-B,Utility-A,Rear Bumper,Supplier-Delta,Paint Defect,Automated,1206,8,4943,5778,PV,Material Crack,6
2024-04-08,Plant-A,SUV-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,893,15,1159,19652,Production,Paint Peeling,9
2024-01-20,Plant-B,SUV-A,Door Trim,Supplier-Delta,Crack,Automated,1160,15,11381,6154,DV,Loose Mounting,6
2024-02-15,Plant-C,SUV-B,Dashboard Panel,Supplier-Beta,Warping,Manual,1127,14,6497,3143,PV,Loose Mounting,7
2024-07-11,Plant-C,SUV-A,Dashboard Panel,Supplier-Delta,Paint Defect,Manual,503,11,14733,12378,Production,Paint Peeling,1
2024-02-27,Plant-C,Offroad-A,Rear Bumper,Supplier-Gamma,Scratch,Automated,1033,22,10974,19307,PV,Material Crack,6
2024-04-20,Plant-C,SUV-B,Dashboard Panel,Supplier-Alpha,Crack,Manual,1338,9,13266,10610,DV,Loose Mounting,6
2024-05-08,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Fitment Gap,Manual,1201,17,14997,4438,PV,Loose Mounting,1
2024-12-02,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Warping,Manual,1023,22,4545,7216,DV,Surface Damage,2
2024-07-12,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Crack,Manual,1406,19,3000,5055,Production,Surface Damage,6
2024-12-05,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Paint Defect,Automated,905,17,4387,13162,PV,Material Crack,3
2024-11-21,Plant-D,Offroad-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,912,14,4666,3118,PV,Surface Damage,3
2024-01-08,Plant-B,SUV-B,Fender Cladding,Supplier-Beta,Scratch,Automated,688,22,3122,8318,DV,Surface Damage,2
2024-01-29,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Scratch,Automated,816,14,9966,13284,Production,Material Crack,4
2024-04-21,Plant-A,Utility-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,1038,14,13684,3342,DV,Material Crack,1
2024-06-09,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Delta,Warping,Automated,930,13,9818,10585,PV,Paint Peeling,1
2024-05-10,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Manual,839,15,1664,4281,DV,Loose Mounting,8
2024-07-06,Plant-D,Utility-A,Rear Bumper,Supplier-Beta,Crack,Manual,1153,18,6105,16806,DV,Loose Mounting,8
2024-06-11,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Automated,1018,20,14423,10557,Production,Material Crack,9
2024-07-15,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Automated,1410,18,3187,8691,PV,Material Crack,8
2024-12-29,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,929,16,2294,6250,DV,Dimensional Variation,2
2024-07-22,Plant-B,SUV-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,1423,14,8264,18431,Production,Surface Damage,2
2024-07-30,Plant-C,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,926,13,3570,16502,PV,Dimensional Variation,2
2024-04-18,Plant-D,Offroad-A,Dashboard Panel,Supplier-Gamma,Scratch,Manual,1021,12,9806,8565,Production,Loose Mounting,7
2024-10-02,Plant-D,Utility-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,1190,14,5511,9997,Production,Material Crack,3
2024-03-13,Plant-B,SUV-A,Rear Bumper,Supplier-Alpha,Paint Defect,Automated,1014,21,6071,19859,Production,Paint Peeling,6
2024-06-15,Plant-C,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Automated,1471,23,4848,18302,PV,Loose Mounting,5
2024-09-16,Plant-A,SUV-A,Door Trim,Supplier-Delta,Scratch,Manual,1472,12,6171,16122,PV,Material Crack,5
2024-08-30,Plant-C,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,1114,12,5264,3409,Production,Loose Mounting,4
2024-10-01,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,799,14,8819,5160,PV,Dimensional Variation,6
2024-04-11,Plant-A,Utility-A,Door Trim,Supplier-Gamma,Crack,Manual,553,9,13237,14986,Production,Material Crack,10
2024-06-21,Plant-B,Offroad-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,661,15,14579,12573,Production,Surface Damage,3
2024-06-19,Plant-C,SUV-A,Door Trim,Supplier-Delta,Scratch,Manual,948,18,7079,17500,DV,Paint Peeling,7
2024-05-20,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,1241,12,13119,12411,PV,Material Crack,5
2024-07-06,Plant-B,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Manual,1356,11,11196,7650,Production,Loose Mounting,6
2024-03-26,Plant-D,SUV-B,Door Trim,Supplier-Alpha,Paint Defect,Manual,710,17,7283,15195,Production,Material Crack,1
2024-02-21,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,1292,17,9812,12696,DV,Surface Damage,9
2024-04-20,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Manual,946,15,10252,16095,DV,Surface Damage,2
2024-12-30,Plant-B,SUV-B,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,569,15,12396,17943,Production,Material Crack,10
2024-12-07,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,800,15,13296,15540,Production,Dimensional Variation,5
2024-02-12,Plant-A,SUV-B,Door Trim,Supplier-Alpha,Warping,Manual,567,13,13472,2286,DV,Paint Peeling,10
2024-07-29,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,1293,12,7898,3974,DV,Paint Peeling,9
2024-07-18,Plant-A,SUV-B,Rear Bumper,Supplier-Delta,Warping,Automated,781,15,8315,7471,PV,Surface Damage,5
2024-10-24,Plant-A,SUV-B,Front Bumper,Supplier-Delta,Fitment Gap,Automated,653,15,10285,7014,DV,Loose Mounting,8
2024-12-11,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Scratch,Automated,961,14,3279,15561,PV,Surface Damage,3
2024-08-27,Plant-D,Utility-A,Rear Bumper,Supplier-Delta,Crack,Automated,1457,12,2905,10701,DV,Dimensional Variation,5
2024-04-24,Plant-C,Offroad-A,Dashboard Panel,Supplier-Delta,Scratch,Manual,723,15,12660,11113,Production,Surface Damage,9
2024-01-26,Plant-C,Utility-A,Door Trim,Supplier-Gamma,Fitment Gap,Automated,867,21,1847,9975,PV,Dimensional Variation,9
2024-10-25,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,1359,9,14956,7378,PV,Dimensional Variation,8
2024-03-17,Plant-D,SUV-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,688,17,3677,3996,Production,Loose Mounting,6
2024-05-16,Plant-B,Utility-A,Door Trim,Supplier-Gamma,Scratch,Manual,885,20,8850,16554,Production,Material Crack,3
2024-01-20,Plant-A,SUV-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,540,9,5432,11649,DV,Loose Mounting,6
2024-07-29,Plant-D,Utility-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,1184,13,10909,14587,PV,Loose Mounting,9
2024-08-27,Plant-B,Utility-A,Front Bumper,Supplier-Delta,Crack,Automated,1480,11,8997,16677,Production,Material Crack,2
2024-02-08,Plant-C,SUV-B,Front Bumper,Supplier-Delta,Crack,Manual,1249,14,4229,10906,PV,Material Crack,5
2024-09-24,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Paint Defect,Manual,1281,14,11936,13918,PV,Material Crack,9
2024-07-25,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Crack,Manual,1176,16,1138,3117,DV,Loose Mounting,8
2024-09-23,Plant-C,SUV-B,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,1141,10,9391,15521,PV,Surface Damage,3
2024-06-02,Plant-B,Utility-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Manual,1016,8,11546,18855,DV,Surface Damage,2
2024-02-11,Plant-A,Offroad-A,Rear Bumper,Supplier-Delta,Paint Defect,Manual,1369,12,12839,11567,PV,Loose Mounting,3
2024-01-11,Plant-B,Offroad-A,Front Bumper,Supplier-Gamma,Warping,Automated,629,15,11980,5268,PV,Material Crack,7
2024-10-20,Plant-A,Offroad-A,Door Trim,Supplier-Gamma,Paint Defect,Manual,1396,12,14935,3685,PV,Loose Mounting,8
2024-04-07,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Delta,Warping,Automated,1187,17,12776,17343,DV,Surface Damage,7
2024-10-01,Plant-D,SUV-A,Door Trim,Supplier-Beta,Warping,Manual,521,20,10304,2880,DV,Material Crack,7
2024-08-17,Plant-D,SUV-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,540,18,12099,8310,PV,Loose Mounting,8
2024-08-07,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,652,10,7962,6657,Production,Surface Damage,8
2024-03-05,Plant-A,SUV-A,Rear Bumper,Supplier-Delta,Warping,Automated,1057,17,10564,19660,Production,Material Crack,5
2024-12-20,Plant-C,SUV-A,Dashboard Panel,Supplier-Delta,Scratch,Automated,849,14,13693,4772,Production,Material Crack,7
2024-08-19,Plant-B,Offroad-A,Front Bumper,Supplier-Beta,Paint Defect,Automated,508,16,7701,8114,Production,Paint Peeling,9
2024-11-23,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,1456,16,4472,16987,Production,Material Crack,8
2024-02-21,Plant-A,Utility-A,Fender Cladding,Supplier-Beta,Warping,Manual,1112,10,13556,13620,PV,Surface Damage,9
2024-09-19,Plant-D,Offroad-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,546,20,1335,10918,Production,Surface Damage,5
2024-09-23,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Fitment Gap,Automated,829,17,11610,17354,Production,Dimensional Variation,4
2024-12-24,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,1218,20,1587,19100,PV,Surface Damage,6
2024-11-12,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Warping,Automated,1252,18,13527,15890,Production,Surface Damage,6
2024-11-19,Plant-C,Utility-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,502,20,7768,3629,DV,Surface Damage,4
2024-06-02,Plant-C,Utility-A,Rear Bumper,Supplier-Gamma,Crack,Automated,1275,11,1806,13816,Production,Material Crack,5
2024-12-23,Plant-C,SUV-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Manual,908,12,1828,8850,Production,Dimensional Variation,5
2024-05-19,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Manual,535,9,6215,3338,PV,Dimensional Variation,6
2024-02-20,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Warping,Manual,1310,19,14880,8045,DV,Loose Mounting,1
2024-04-26,Plant-D,SUV-A,Front Bumper,Supplier-Delta,Fitment Gap,Manual,742,19,14358,10380,PV,Loose Mounting,2
2024-02-15,Plant-B,Offroad-A,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,1249,9,3894,19652,DV,Dimensional Variation,6
2024-11-04,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,933,17,4231,19072,PV,Dimensional Variation,10
2024-03-28,Plant-A,Offroad-A,Fender Cladding,Supplier-Alpha,Warping,Manual,1330,30,12776,18248,PV,Material Crack,5
2024-07-26,Plant-B,SUV-A,Front Bumper,Supplier-Delta,Scratch,Automated,1480,20,10934,10336,DV,Surface Damage,6
2024-09-25,Plant-B,SUV-A,Dashboard Panel,Supplier-Beta,Scratch,Manual,917,14,11274,17929,DV,Dimensional Variation,8
2024-03-29,Plant-B,SUV-B,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,718,17,1723,17048,DV,Paint Peeling,7
2024-04-27,Plant-B,Offroad-A,Front Bumper,Supplier-Alpha,Scratch,Manual,700,11,5766,2531,DV,Material Crack,1
2024-02-23,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,893,14,12155,11548,Production,Loose Mounting,7
2024-04-25,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,1038,14,4886,12202,Production,Material Crack,2
2024-04-27,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1100,22,11263,12363,Production,Dimensional Variation,8
2024-09-16,Plant-D,SUV-A,Door Trim,Supplier-Gamma,Crack,Automated,768,18,11739,9225,DV,Paint Peeling,9
2024-03-15,Plant-D,SUV-B,Rear Bumper,Supplier-Beta,Warping,Manual,1318,13,9521,11818,Production,Dimensional Variation,6
2024-10-31,Plant-D,SUV-B,Fender Cladding,Supplier-Beta,Paint Defect,Manual,1335,13,8501,2724,Production,Loose Mounting,7
2024-01-07,Plant-C,SUV-B,Front Bumper,Supplier-Delta,Scratch,Automated,623,16,1504,10994,Production,Material Crack,6
2024-05-01,Plant-B,SUV-B,Rear Bumper,Supplier-Alpha,Crack,Manual,899,13,3808,8524,Production,Loose Mounting,4
2024-01-11,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,1407,16,4042,18539,DV,Dimensional Variation,1
2024-12-13,Plant-C,Utility-A,Rear Bumper,Supplier-Delta,Warping,Automated,780,9,3429,17002,PV,Dimensional Variation,5
2024-08-02,Plant-D,SUV-A,Door Trim,Supplier-Beta,Paint Defect,Automated,1266,15,13991,9878,DV,Material Crack,1
2024-10-05,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Manual,932,12,3140,16513,PV,Dimensional Variation,8
2024-01-28,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,899,18,10416,13804,DV,Surface Damage,8
2024-08-22,Plant-C,SUV-B,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,1370,15,4191,7276,DV,Material Crack,1
2024-11-08,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Delta,Warping,Manual,501,16,5745,6152,Production,Loose Mounting,5
2024-01-26,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,828,14,4839,6341,Production,Paint Peeling,4
2024-02-23,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Scratch,Manual,1134,14,8284,8008,DV,Dimensional Variation,6
2024-01-29,Plant-B,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Automated,1247,15,1956,11020,Production,Paint Peeling,10
2024-12-18,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,882,15,12777,13963,PV,Loose Mounting,3
2024-06-12,Plant-A,SUV-A,Front Bumper,Supplier-Alpha,Scratch,Automated,1088,13,4350,14400,PV,Paint Peeling,6
2024-09-26,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,577,10,10041,10513,Production,Material Crack,7
2024-11-29,Plant-A,SUV-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Manual,831,20,1953,7170,Production,Loose Mounting,8
2024-02-04,Plant-C,Offroad-A,Door Trim,Supplier-Delta,Crack,Automated,662,8,13682,10713,DV,Material Crack,9
2024-10-12,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Warping,Automated,649,16,3404,12482,DV,Material Crack,1
2024-12-13,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Automated,1480,14,5087,2351,DV,Paint Peeling,2
2024-09-29,Plant-A,Utility-A,Dashboard Panel,Supplier-Alpha,Warping,Automated,1059,13,7012,5030,Production,Surface Damage,9
2024-07-26,Plant-D,SUV-B,Dashboard Panel,Supplier-Alpha,Paint Defect,Manual,1125,9,14219,4735,Production,Material Crack,4
2024-08-25,Plant-A,Offroad-A,Front Bumper,Supplier-Beta,Scratch,Manual,1004,11,12616,4360,DV,Material Crack,7
2024-04-02,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Automated,1075,17,6694,4900,Production,Loose Mounting,6
2024-06-21,Plant-D,Offroad-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Manual,1462,12,2059,11045,PV,Surface Damage,9
2024-03-19,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Automated,649,14,2976,6822,PV,Dimensional Variation,8
2024-04-19,Plant-C,Utility-A,Fender Cladding,Supplier-Delta,Fitment Gap,Automated,1084,16,13759,12689,PV,Material Crack,10
2024-08-04,Plant-A,SUV-A,Rear Bumper,Supplier-Beta,Scratch,Manual,546,16,3904,6520,DV,Loose Mounting,5
2024-12-23,Plant-A,Utility-A,Rear Bumper,Supplier-Delta,Paint Defect,Automated,1307,17,11518,8652,DV,Paint Peeling,1
2024-04-15,Plant-D,Offroad-A,Front Bumper,Supplier-Beta,Fitment Gap,Automated,861,11,13725,14981,PV,Loose Mounting,6
2024-02-16,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Manual,1192,22,10790,9956,PV,Surface Damage,3
2024-06-29,Plant-A,SUV-A,Rear Bumper,Supplier-Beta,Scratch,Automated,873,17,4797,14689,PV,Loose Mounting,8
2024-03-04,Plant-D,Offroad-A,Front Bumper,Supplier-Beta,Paint Defect,Automated,1270,13,13320,4509,Production,Dimensional Variation,1
2024-09-02,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,594,9,1686,12149,PV,Paint Peeling,7
2024-08-31,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,600,9,2554,13027,PV,Paint Peeling,10
2024-11-15,Plant-A,Offroad-A,Door Trim,Supplier-Beta,Crack,Manual,889,9,1929,2010,DV,Material Crack,1
2024-03-27,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,1409,15,7934,15061,DV,Surface Damage,3
2024-08-04,Plant-A,Offroad-A,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,1094,22,10689,17718,Production,Paint Peeling,5
2024-01-07,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Automated,1453,18,8765,18625,PV,Paint Peeling,6
2024-10-04,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Crack,Automated,581,10,11243,10731,DV,Dimensional Variation,8
2024-12-02,Plant-B,SUV-A,Door Trim,Supplier-Beta,Crack,Manual,1132,19,2120,11954,Production,Loose Mounting,3
2024-07-28,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,1402,16,3506,13831,Production,Dimensional Variation,8
2024-06-17,Plant-D,SUV-B,Fender Cladding,Supplier-Alpha,Warping,Manual,1495,15,8251,3152,Production,Surface Damage,7
2024-11-25,Plant-C,Offroad-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,912,12,13017,12583,DV,Surface Damage,10
2024-05-17,Plant-C,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,502,9,12391,5387,PV,Paint Peeling,4
2024-11-01,Plant-B,SUV-A,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,512,15,7239,10623,PV,Material Crack,6
2024-08-17,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Scratch,Manual,663,14,1692,18566,PV,Loose Mounting,4
2024-11-03,Plant-A,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,1116,21,6231,17969,Production,Loose Mounting,3
2024-06-09,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,844,8,9078,15086,DV,Surface Damage,2
2024-01-01,Plant-C,Offroad-A,Fender Cladding,Supplier-Gamma,Warping,Manual,1359,12,14784,3466,DV,Dimensional Variation,2
2024-08-23,Plant-D,Utility-A,Fender Cladding,Supplier-Delta,Scratch,Automated,665,13,2656,3869,PV,Paint Peeling,10
2024-07-06,Plant-C,Offroad-A,Door Trim,Supplier-Beta,Scratch,Manual,574,24,10109,14155,Production,Loose Mounting,6
2024-01-04,Plant-D,Offroad-A,Fender Cladding,Supplier-Delta,Warping,Automated,559,13,13705,2665,PV,Dimensional Variation,8
2024-05-11,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Warping,Manual,1244,14,1416,14159,PV,Dimensional Variation,8
2024-08-05,Plant-D,Offroad-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,881,15,11776,10427,Production,Surface Damage,4
2024-09-16,Plant-A,Utility-A,Door Trim,Supplier-Gamma,Scratch,Automated,572,14,6645,9178,PV,Paint Peeling,9
2024-01-01,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,1289,18,12373,15967,Production,Paint Peeling,5
2024-03-11,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,1160,20,13593,3443,DV,Material Crack,4
2024-06-26,Plant-A,SUV-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,622,12,14341,13610,Production,Paint Peeling,10
2024-07-07,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,966,12,14781,2923,DV,Surface Damage,3
2024-10-17,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Crack,Automated,788,22,3386,13871,PV,Dimensional Variation,3
2024-01-08,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,1015,14,2795,10602,PV,Loose Mounting,3
2024-09-09,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Manual,980,12,9263,13463,PV,Dimensional Variation,6
2024-10-18,Plant-D,Utility-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,736,18,2836,4736,Production,Loose Mounting,1
2024-08-31,Plant-B,SUV-B,Front Bumper,Supplier-Delta,Warping,Automated,1219,13,4187,17156,Production,Material Crack,8
2024-05-02,Plant-B,Utility-A,Door Trim,Supplier-Gamma,Warping,Manual,671,12,14567,4371,DV,Material Crack,4
2024-10-25,Plant-A,Offroad-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Automated,884,14,3889,11336,PV,Material Crack,5
2024-10-09,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Warping,Manual,945,16,5635,12426,Production,Dimensional Variation,3
2024-02-01,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Manual,706,15,2717,6850,PV,Surface Damage,5
2024-11-29,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,649,11,12449,7823,PV,Paint Peeling,3
2024-05-25,Plant-B,Utility-A,Door Trim,Supplier-Beta,Paint Defect,Manual,1235,15,5948,8967,PV,Loose Mounting,1
2024-06-04,Plant-C,SUV-B,Front Bumper,Supplier-Beta,Warping,Automated,1070,14,1762,11112,PV,Surface Damage,9
2024-01-16,Plant-A,SUV-A,Front Bumper,Supplier-Gamma,Crack,Automated,1304,12,14220,6179,DV,Paint Peeling,2
2024-12-20,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Warping,Manual,650,11,14493,19414,DV,Loose Mounting,6
2024-02-16,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Manual,1172,21,6473,14805,Production,Dimensional Variation,3
2024-09-07,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Scratch,Automated,612,14,3954,6306,Production,Loose Mounting,8
